scope,name,path,lines,decision
hermes,grounded-citations,/Users/alexjordan/.hermes/skills/research/grounded-citations/SKILL.md,232,see_report
hermes,llm-wiki,/Users/alexjordan/.hermes/skills/research/llm-wiki/SKILL.md,507,see_report
hermes,polymarket,/Users/alexjordan/.hermes/skills/research/polymarket/SKILL.md,77,see_report
hermes,regional-market-fit-monetization,/Users/alexjordan/.hermes/skills/research/regional-market-fit-monetization/SKILL.md,186,see_report
hermes,research-paper-writing,/Users/alexjordan/.hermes/skills/research/research-paper-writing/SKILL.md,1627,see_report
hermes,resilient-web-research,/Users/alexjordan/.hermes/skills/research/resilient-web-research/SKILL.md,54,see_report
hermes,saas-reseller-due-diligence,/Users/alexjordan/.hermes/skills/research/saas-reseller-due-diligence/SKILL.md,151,see_report
hermes,self-hosted-ai-gateway,/Users/alexjordan/.hermes/skills/self-hosted-ai-gateway/SKILL.md,72,see_report
hermes,openhue,/Users/alexjordan/.hermes/skills/smart-home/openhue/SKILL.md,112,see_report
hermes,xitter,/Users/alexjordan/.hermes/skills/social-media/xitter/SKILL.md,202,see_report
hermes,xurl,/Users/alexjordan/.hermes/skills/social-media/xurl/SKILL.md,436,see_report
hermes,cel-club-roster-debugging,/Users/alexjordan/.hermes/skills/software-development/cel-club-roster-debugging/SKILL.md,124,see_report
hermes,cel-git-workflow,/Users/alexjordan/.hermes/skills/software-development/cel-git-workflow/SKILL.md,106,see_report
hermes,cel-prod-public-vs-runner-debugging,/Users/alexjordan/.hermes/skills/software-development/cel-prod-public-vs-runner-debugging/SKILL.md,78,see_report
hermes,cel-user-identity-username-safety,/Users/alexjordan/.hermes/skills/software-development/cel-user-identity-username-safety/SKILL.md,71,see_report
hermes,codebase-inspection,/Users/alexjordan/.hermes/skills/software-development/codebase-inspection/SKILL.md,116,see_report
hermes,engineering-delivery-communication,/Users/alexjordan/.hermes/skills/software-development/engineering-delivery-communication/SKILL.md,73,see_report
hermes,github,/Users/alexjordan/.hermes/skills/software-development/github/SKILL.md,56,see_report
hermes,hermes-agent-skill-authoring,/Users/alexjordan/.hermes/skills/software-development/hermes-agent-skill-authoring/SKILL.md,212,see_report
hermes,independent-pre-push-review,/Users/alexjordan/.hermes/skills/software-development/independent-pre-push-review/SKILL.md,431,see_report
hermes,inspecting-hermes-desktop-dom,/Users/alexjordan/.hermes/skills/software-development/inspecting-hermes-desktop-dom/SKILL.md,159,see_report
hermes,multi-agent-development-orchestration,/Users/alexjordan/.hermes/skills/software-development/multi-agent-development-orchestration/SKILL.md,224,see_report
hermes,node-inspect-debugger,/Users/alexjordan/.hermes/skills/software-development/node-inspect-debugger/SKILL.md,319,see_report
hermes,parallel-agent-worktrees,/Users/alexjordan/.hermes/skills/software-development/parallel-agent-worktrees/SKILL.md,167,see_report
hermes,plan,/Users/alexjordan/.hermes/skills/software-development/plan/SKILL.md,338,see_report
hermes,protocol-proxy-compatibility,/Users/alexjordan/.hermes/skills/software-development/protocol-proxy-compatibility/SKILL.md,134,see_report
hermes,python-debugpy,/Users/alexjordan/.hermes/skills/software-development/python-debugpy/SKILL.md,373,see_report
hermes,renpy-runtime-debugging,/Users/alexjordan/.hermes/skills/software-development/renpy-runtime-debugging/SKILL.md,224,see_report
hermes,requesting-code-review,/Users/alexjordan/.hermes/skills/software-development/requesting-code-review/SKILL.md,280,see_report
hermes,simplify-code,/Users/alexjordan/.hermes/skills/software-development/simplify-code/SKILL.md,270,see_report
hermes,spike,/Users/alexjordan/.hermes/skills/software-development/spike/SKILL.md,197,see_report
hermes,subagent-driven-development,/Users/alexjordan/.hermes/skills/software-development/subagent-driven-development/SKILL.md,342,see_report
hermes,systematic-debugging,/Users/alexjordan/.hermes/skills/software-development/systematic-debugging/SKILL.md,411,see_report
hermes,test-driven-development,/Users/alexjordan/.hermes/skills/software-development/test-driven-development/SKILL.md,362,see_report
hermes,vite-react-i18n-review,/Users/alexjordan/.hermes/skills/software-development/vite-react-i18n-review/SKILL.md,433,see_report
hermes,writing-plans,/Users/alexjordan/.hermes/skills/software-development/writing-plans/SKILL.md,296,see_report
hermes,blocked-page-recovery,/Users/alexjordan/.hermes/skills/web/blocked-page-recovery/SKILL.md,137,see_report
hermes,whatsapp-remote-pairing,/Users/alexjordan/.hermes/skills/whatsapp-remote-pairing/SKILL.md,102,see_report
hermes,yuanbao,/Users/alexjordan/.hermes/skills/yuanbao/SKILL.md,108,see_report
